"userId","Adventure","Animation","Children","Comedy","Fantasy","Romance","Drama","Action","Crime","Thriller","Horror","Mystery","Sci.Fi","IMAX","Documentary","War","Musical","Western","Film.Noir"
"1",0.120567375886525,0,0.0141843971631206,0.361702127659574,0.0567375886524823,0.25531914893617,0.723404255319149,0.134751773049645,0.113475177304965,0.113475177304965,0.0212765957446809,0.0709219858156028,0.120567375886525,0,0.00709219858156028,0.156028368794326,0,0.0141843971631206,0.00709219858156028
"2",0.134615384615385,0.153846153846154,0.211538461538462,0.5,0.0769230769230769,0.403846153846154,0.461538461538462,0.173076923076923,0.115384615384615,0.211538461538462,0.0192307692307692,0.0192307692307692,0,0.0384615384615385,0,0.0384615384615385,0.134615384615385,0,0
"3",0.394557823129252,0.0816326530612245,0.136054421768707,0.36734693877551,0.115646258503401,0.238095238095238,0.360544217687075,0.394557823129252,0.108843537414966,0.217687074829932,0.0272108843537415,0.0204081632653061,0.238095238095238,0.0272108843537415,0,0.0816326530612245,0.0680272108843537,0.0204081632653061,0
"4",0.185185185185185,0,0,0.259259259259259,0.111111111111111,0,0.296296296296296,0.407407407407407,0.111111111111111,0.444444444444444,0.259259259259259,0.148148148148148,0.185185185185185,0,0,0.0740740740740741,0,0,0
"5",0.393939393939394,0.0909090909090909,0.121212121212121,0.272727272727273,0.0606060606060606,0.121212121212121,0.393939393939394,0.424242424242424,0.272727272727273,0.484848484848485,0.0606060606060606,0.0303030303030303,0.151515151515152,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.0303030303030303,0
"6",0.423076923076923,0.0384615384615385,0,0.153846153846154,0.115384615384615,0.115384615384615,0.192307692307692,0.846153846153846,0.0384615384615385,0.461538461538462,0.0769230769230769,0.115384615384615,0.230769230769231,0,0,0.115384615384615,0.0384615384615385,0.0384615384615385,0
"7",0.25,0.0454545454545455,0.136363636363636,0.545454545454545,0.0909090909090909,0.25,0.340909090909091,0.295454545454545,0.204545454545455,0.25,0,0,0.136363636363636,0.0454545454545455,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.0454545454545455,0
"8",0.0645161290322581,0,0,0.161290322580645,0,0.161290322580645,0.709677419354839,0.193548387096774,0.419354838709677,0.419354838709677,0.0645161290322581,0.193548387096774,0.161290322580645,0.0645161290322581,0,0.0967741935483871,0,0,0
"9",0.155172413793103,0.0172413793103448,0,0.448275862068966,0.137931034482759,0.103448275862069,0.431034482758621,0.310344827586207,0.396551724137931,0.379310344827586,0.103448275862069,0.137931034482759,0.103448275862069,0,0,0.0517241379310345,0.0172413793103448,0.0172413793103448,0.0172413793103448
"10",0.35,0.0348484848484849,0.0621212121212121,0.278787878787879,0.137878787878788,0.096969696969697,0.293939393939394,0.516666666666667,0.184848484848485,0.456060606060606,0.166666666666667,0.1,0.262121212121212,0.0893939393939394,0.00303030303030303,0.0424242424242424,0.0303030303030303,0.0151515151515152,0.00454545454545455
"11",0.3,0.05,0.1,0.5,0.15,0.2,0.15,0.4,0.05,0.45,0,0.05,0.25,0,0,0,0.05,0,0
"12",0.173913043478261,0.130434782608696,0.173913043478261,0.391304347826087,0.217391304347826,0.565217391304348,0.521739130434783,0.130434782608696,0.0434782608695652,0.130434782608696,0.0869565217391304,0,0.130434782608696,0,0,0.0434782608695652,0.130434782608696,0,0
"13",0.123076923076923,0,0,0.246153846153846,0.0153846153846154,0.338461538461538,0.615384615384615,0.276923076923077,0.230769230769231,0.446153846153846,0.0461538461538462,0.0769230769230769,0.0615384615384615,0,0,0.123076923076923,0.0153846153846154,0.0153846153846154,0.0153846153846154
"14",0,0,0,1,0.0344827586206897,0.0689655172413793,0,0.0344827586206897,0,0,0,0,0,0,0,0,0.0344827586206897,0,0
"15",0.292682926829268,0.0853658536585366,0.121951219512195,0.451219512195122,0.207317073170732,0.402439024390244,0.51219512195122,0.207317073170732,0.0731707317073171,0.109756097560976,0.0365853658536585,0.0609756097560976,0.0975609756097561,0.048780487804878,0.0121951219512195,0.024390243902439,0.0731707317073171,0,0
"16",0.231292517006803,0.0306122448979592,0.0408163265306122,0.380952380952381,0.108843537414966,0.142857142857143,0.312925170068027,0.482993197278912,0.258503401360544,0.394557823129252,0.0612244897959184,0.108843537414966,0.19047619047619,0.0850340136054422,0.00340136054421769,0.0374149659863946,0.0102040816326531,0.00680272108843537,0.00340136054421769
"17",0.27906976744186,0.0232558139534884,0.0348837209302326,0.290697674418605,0.104651162790698,0.13953488372093,0.418604651162791,0.406976744186047,0.174418604651163,0.290697674418605,0.0348837209302326,0.104651162790698,0.232558139534884,0.0116279069767442,0.0116279069767442,0.116279069767442,0,0.0116279069767442,0
"18",0.22463768115942,0.115942028985507,0.123188405797101,0.442028985507246,0.0942028985507246,0.268115942028986,0.521739130434783,0.159420289855072,0.188405797101449,0.152173913043478,0.0289855072463768,0.0652173913043478,0.108695652173913,0.0652173913043478,0.0072463768115942,0.0289855072463768,0.0579710144927536,0.0072463768115942,0
"19",0.48936170212766,0.680851063829787,0.617021276595745,0.382978723404255,0.25531914893617,0.148936170212766,0.234042553191489,0.148936170212766,0.106382978723404,0.0638297872340425,0.106382978723404,0.0212765957446809,0.106382978723404,0.0425531914893617,0,0.0212765957446809,0.361702127659574,0.0212765957446809,0
"20",0.328571428571429,0.121428571428571,0.121428571428571,0.35,0.121428571428571,0.114285714285714,0.392857142857143,0.378571428571429,0.214285714285714,0.257142857142857,0.0285714285714286,0.114285714285714,0.192857142857143,0.0714285714285714,0,0.0714285714285714,0.0285714285714286,0.0214285714285714,0.0142857142857143
"21",0,0,0,0.142857142857143,0.0857142857142857,0.0285714285714286,0.0857142857142857,0.0571428571428571,0.0285714285714286,0.571428571428571,0.942857142857143,0.171428571428571,0.0857142857142857,0,0,0,0,0,0
"22",0.301587301587302,0.0476190476190476,0.0793650793650794,0.444444444444444,0.174603174603175,0.0952380952380952,0.301587301587302,0.46031746031746,0.253968253968254,0.238095238095238,0.0634920634920635,0.142857142857143,0.238095238095238,0.0317460317460317,0,0,0.0317460317460317,0,0
"23",0.238095238095238,0.0158730158730159,0.0158730158730159,0.206349206349206,0.0317460317460317,0.0476190476190476,0.587301587301587,0.412698412698413,0.222222222222222,0.317460317460317,0.0158730158730159,0.0476190476190476,0.285714285714286,0.111111111111111,0.0158730158730159,0.142857142857143,0,0,0
"24",0.311111111111111,0.311111111111111,0.422222222222222,0.577777777777778,0.177777777777778,0.155555555555556,0.333333333333333,0.111111111111111,0.0444444444444444,0.0666666666666667,0.0444444444444444,0.0222222222222222,0.0888888888888889,0.0444444444444444,0,0.0222222222222222,0.155555555555556,0,0
"25",0.344827586206897,0.0344827586206897,0.0459770114942529,0.28735632183908,0.0574712643678161,0.0689655172413793,0.344827586206897,0.655172413793103,0.183908045977011,0.390804597701149,0.0344827586206897,0.0459770114942529,0.448275862068966,0.0459770114942529,0,0.0459770114942529,0,0.0229885057471264,0
"26",0.0606060606060606,0,0,0.0909090909090909,0.0303030303030303,0.0909090909090909,0.757575757575758,0.212121212121212,0.545454545454545,0.424242424242424,0.0303030303030303,0.212121212121212,0.0909090909090909,0.0303030303030303,0,0.151515151515152,0,0,0.0303030303030303
"27",0.483870967741935,0,0.032258064516129,0.129032258064516,0.209677419354839,0.0645161290322581,0.370967741935484,0.612903225806452,0.290322580645161,0.370967741935484,0,0.129032258064516,0.209677419354839,0.241935483870968,0,0.0645161290322581,0,0.0161290322580645,0.032258064516129
"28",0.174357168016907,0.05213103205354,0.0644593166607961,0.393800634026066,0.0862979922507925,0.186685452624163,0.483620993307503,0.25431489961254,0.151461782317718,0.226840436773512,0.0471997182106376,0.056005635787249,0.125044029587883,0.021486438886932,0.0257132793237055,0.0454385346953153,0.0383938006340261,0.0200774920746742,0.00598802395209581
"29",0.139072847682119,0.0397350993377483,0.0596026490066225,0.304635761589404,0.0529801324503311,0.258278145695364,0.589403973509934,0.23841059602649,0.19205298013245,0.28476821192053,0.0264900662251656,0.0529801324503311,0.0927152317880795,0.0198675496688742,0.0132450331125828,0.0529801324503311,0.0463576158940397,0.0397350993377483,0.00662251655629139
